infinitivo,ending,pensyl,stem,pronoun,tense,mood,class_suff,class_pensyl,conjugacion
aprobar,ar,pro,&beta.,nosotros,1,0,ábamos,0,aprobábamos
aprobar,ar,pro,&beta.,vosotros,1,0,abais,0,aprobabais
aprobar,ar,pro,&beta.,ellos,1,0,aban,0,aprobaban
aprobar,ar,pro,&beta.,yo,2,0,é,0,aprobé
aprobar,ar,pro,&beta.,tu,2,0,aste,0,aprobaste
aprobar,ar,pro,&beta.,el,2,0,ó,0,aprobó
aprobar,ar,pro,&beta.,nosotros,2,0,amos,0,aprobamos
aprobar,ar,pro,&beta.,vosotros,2,0,asteis,0,aprobasteis
aprobar,ar,pro,&beta.,ellos,2,0,aron,0,aprobaron
aprobar,ar,pro,&beta.,yo,1,0,aré,0,aprobaré
aprobar,ar,pro,&beta.,tu,1,0,arás,0,aprobarás
aprobar,ar,pro,&beta.,el,1,0,ará,0,aprobará
aprobar,ar,pro,&beta.,nosotros,1,0,aremos,0,aprobaremos
aprobar,ar,pro,&beta.,vosotros,1,0,aréis,0,aprobaréis
aprobar,ar,pro,&beta.,ellos,1,0,arán,0,aprobarán
aprobar,ar,pro,&beta.,yo,2,0,aría,0,aprobaría
aprobar,ar,pro,&beta.,tu,2,0,arías,0,aprobarías
aprobar,ar,pro,&beta.,el,2,0,aría,0,aprobaría
aprobar,ar,pro,&beta.,nosotros,2,0,aríamos,0,aprobaríamos
aprobar,ar,pro,&beta.,vosotros,2,0,aríais,0,aprobaríais
aprobar,ar,pro,&beta.,ellos,2,0,arían,0,aprobarían
aprobar,ar,pro,&beta.,yo,0,1,e,prue,apruebe
aprobar,ar,pro,&beta.,tu,0,1,es,prue,apruebes
aprobar,ar,pro,&beta.,el,0,1,e,prue,apruebe
aprobar,ar,pro,&beta.,nosotros,0,1,emos,0,aprobemos
aprobar,ar,pro,&beta.,vosotros,0,1,éis,0,aprobéis
aprobar,ar,pro,&beta.,ellos,0,1,en,prue,aprueben
aprobar,ar,pro,&beta.,yo,1,1,ara,0,aprobara
aprobar,ar,pro,&beta.,tu,1,1,aras,0,aprobaras
aprobar,ar,pro,&beta.,el,1,1,ara,0,aprobara
aprobar,ar,pro,&beta.,nosotros,1,1,áramos,0,aprobáramos
aprobar,ar,pro,&beta.,vosotros,1,1,arais,0,aprobarais
aprobar,ar,pro,&beta.,ellos,1,1,aran,0,aprobaran
aprobar,ar,pro,&beta.,yo,1,1,are,0,aprobare
aprobar,ar,pro,&beta.,tu,1,1,ares,0,aprobares
aprobar,ar,pro,&beta.,el,1,1,are,0,aprobare
aprobar,ar,pro,&beta.,nosotros,1,1,áremos,0,aprobáremos
aprobar,ar,pro,&beta.,vosotros,1,1,areis,0,aprobareis
aprobar,ar,pro,&beta.,ellos,1,1,aren,0,aprobaren
aprobar,ar,pro,&beta.,tu,0,2,a,prue,aprueba
aprobar,ar,pro,&beta.,nosotros,0,2,emos,0,aprobemos
aprobar,ar,pro,&beta.,vosotros,0,2,ad,0,aprobad
discutir,ir,ku,t,yo,0,0,o,0,discuto
discutir,ir,ku,t,tu,0,0,es,0,discutes
discutir,ir,ku,t,el,0,0,e,0,discute
discutir,ir,ku,t,nosotros,0,0,imos,0,discutimos
discutir,ir,ku,t,vosotros,0,0,ís,0,discutís
discutir,ir,ku,t,ellos,0,0,en,0,discuten
discutir,ir,ku,t,yo,1,0,ía,0,discutía
discutir,ir,ku,t,tu,1,0,ías,0,discutías
discutir,ir,ku,t,el,1,0,ía,0,discutía
discutir,ir,ku,t,nosotros,1,0,íamos,0,discutíamos
discutir,ir,ku,t,vosotros,1,0,íais,0,discutíais
discutir,ir,ku,t,ellos,1,0,ían,0,discutían
discutir,ir,ku,t,yo,2,0,í,0,discutí
discutir,ir,ku,t,tu,2,0,iste,0,discutiste
discutir,ir,ku,t,el,2,0,ió,0,discutió
discutir,ir,ku,t,nosotros,2,0,imos,0,discutimos
discutir,ir,ku,t,vosotros,2,0,isteis,0,discutisteis
discutir,ir,ku,t,ellos,2,0,ieron,0,discutieron
discutir,ir,ku,t,yo,1,0,iré,0,discutiré
discutir,ir,ku,t,tu,1,0,irás,0,discutirás
discutir,ir,ku,t,el,1,0,irá,0,discutirá
discutir,ir,ku,t,nosotros,1,0,iremos,0,discutiremos
discutir,ir,ku,t,vosotros,1,0,iréis,0,discutiréis
discutir,ir,ku,t,ellos,1,0,irán,0,discutirán
discutir,ir,ku,t,yo,2,0,iría,0,discutiría
discutir,ir,ku,t,tu,2,0,irías,0,discutirías
discutir,ir,ku,t,el,2,0,iría,0,discutiría
discutir,ir,ku,t,nosotros,2,0,iríamos,0,discutiríamos
discutir,ir,ku,t,vosotros,2,0,iríais,0,discutiríais
discutir,ir,ku,t,ellos,2,0,irían,0,discutirían
discutir,ir,ku,t,yo,0,1,a,0,discuta
discutir,ir,ku,t,tu,0,1,as,0,discutas
discutir,ir,ku,t,el,0,1,a,0,discuta
discutir,ir,ku,t,nosotros,0,1,amos,0,discutamos
discutir,ir,ku,t,vosotros,0,1,áis,0,discutáis
discutir,ir,ku,t,ellos,0,1,an,0,discutan
discutir,ir,ku,t,yo,1,1,iera,0,discutiera
discutir,ir,ku,t,tu,1,1,ieras,0,discutieras
discutir,ir,ku,t,el,1,1,iera,0,discutiera
discutir,ir,ku,t,nosotros,1,1,iéramos,0,discutiéramos
discutir,ir,ku,t,vosotros,1,1,ierais,0,discutierais
discutir,ir,ku,t,ellos,1,1,ieran,0,discutieran
discutir,ir,ku,t,yo,1,1,iere,0,discutiere
discutir,ir,ku,t,tu,1,1,ieres,0,discutieres
discutir,ir,ku,t,el,1,1,iere,0,discutiere
discutir,ir,ku,t,nosotros,1,1,iéremos,0,discutiéremos
discutir,ir,ku,t,vosotros,1,1,iereis,0,discutiereis
discutir,ir,ku,t,ellos,1,1,ieren,0,discutieren
discutir,ir,ku,t,tu,0,2,e,0,discute
discutir,ir,ku,t,nosotros,0,2,amos,0,discutamos
discutir,ir,ku,t,vosotros,0,2,id,0,discutid
arreglar,ar,&#345.e,&gamma.l,yo,0,0,o,0,arreglo
arreglar,ar,&#345.e,&gamma.l,tu,0,0,as,0,arreglas
arreglar,ar,&#345.e,&gamma.l,el,0,0,a,0,arregla
arreglar,ar,&#345.e,&gamma.l,nosotros,0,0,amos,0,arreglamos
arreglar,ar,&#345.e,&gamma.l,vosotros,0,0,áis,0,arregláis
arreglar,ar,&#345.e,&gamma.l,ellos,0,0,an,0,arreglan
arreglar,ar,&#345.e,&gamma.l,yo,1,0,aba,0,arreglaba
arreglar,ar,&#345.e,&gamma.l,tu,1,0,abas,0,arreglabas
arreglar,ar,&#345.e,&gamma.l,el,1,0,aba,0,arreglaba
arreglar,ar,&#345.e,&gamma.l,nosotros,1,0,ábamos,0,arreglábamos
arreglar,ar,&#345.e,&gamma.l,vosotros,1,0,abais,0,arreglabais
arreglar,ar,&#345.e,&gamma.l,ellos,1,0,aban,0,arreglaban
arreglar,ar,&#345.e,&gamma.l,yo,2,0,é,0,arreglé
arreglar,ar,&#345.e,&gamma.l,tu,2,0,aste,0,arreglaste
arreglar,ar,&#345.e,&gamma.l,el,2,0,ó,0,arregló
arreglar,ar,&#345.e,&gamma.l,nosotros,2,0,amos,0,arreglamos
arreglar,ar,&#345.e,&gamma.l,vosotros,2,0,asteis,0,arreglasteis
arreglar,ar,&#345.e,&gamma.l,ellos,2,0,aron,0,arreglaron
arreglar,ar,&#345.e,&gamma.l,yo,1,0,aré,0,arreglaré
arreglar,ar,&#345.e,&gamma.l,tu,1,0,arás,0,arreglarás
arreglar,ar,&#345.e,&gamma.l,el,1,0,ará,0,arreglará
arreglar,ar,&#345.e,&gamma.l,nosotros,1,0,aremos,0,arreglaremos
arreglar,ar,&#345.e,&gamma.l,vosotros,1,0,aréis,0,arreglaréis
arreglar,ar,&#345.e,&gamma.l,ellos,1,0,arán,0,arreglarán
arreglar,ar,&#345.e,&gamma.l,yo,2,0,aría,0,arreglaría
arreglar,ar,&#345.e,&gamma.l,tu,2,0,arías,0,arreglarías
arreglar,ar,&#345.e,&gamma.l,el,2,0,aría,0,arreglaría
arreglar,ar,&#345.e,&gamma.l,nosotros,2,0,aríamos,0,arreglaríamos
arreglar,ar,&#345.e,&gamma.l,vosotros,2,0,aríais,0,arreglaríais
arreglar,ar,&#345.e,&gamma.l,ellos,2,0,arían,0,arreglarían
arreglar,ar,&#345.e,&gamma.l,yo,0,1,e,0,arregle
arreglar,ar,&#345.e,&gamma.l,tu,0,1,es,0,arregles
arreglar,ar,&#345.e,&gamma.l,el,0,1,e,0,arregle
arreglar,ar,&#345.e,&gamma.l,nosotros,0,1,emos,0,arreglemos
arreglar,ar,&#345.e,&gamma.l,vosotros,0,1,éis,0,arregléis
arreglar,ar,&#345.e,&gamma.l,ellos,0,1,en,0,arreglen
arreglar,ar,&#345.e,&gamma.l,yo,1,1,ara,0,arreglara
arreglar,ar,&#345.e,&gamma.l,tu,1,1,aras,0,arreglaras
arreglar,ar,&#345.e,&gamma.l,el,1,1,ara,0,arreglara
arreglar,ar,&#345.e,&gamma.l,nosotros,1,1,áramos,0,arregláramos
arreglar,ar,&#345.e,&gamma.l,vosotros,1,1,arais,0,arreglarais
arreglar,ar,&#345.e,&gamma.l,ellos,1,1,aran,0,arreglaran
arreglar,ar,&#345.e,&gamma.l,yo,1,1,are,0,arreglare
arreglar,ar,&#345.e,&gamma.l,tu,1,1,ares,0,arreglares
arreglar,ar,&#345.e,&gamma.l,el,1,1,are,0,arreglare
arreglar,ar,&#345.e,&gamma.l,nosotros,1,1,áremos,0,arregláremos
arreglar,ar,&#345.e,&gamma.l,vosotros,1,1,areis,0,arreglareis
arreglar,ar,&#345.e,&gamma.l,ellos,1,1,aren,0,arreglaren
arreglar,ar,&#345.e,&gamma.l,tu,0,2,a,0,arregla
arreglar,ar,&#345.e,&gamma.l,nosotros,0,2,emos,0,arreglemos
arreglar,ar,&#345.e,&gamma.l,vosotros,0,2,ad,0,arreglad
arrestar,ar,&#345.es,t,yo,0,0,o,0,arresto
arrestar,ar,&#345.es,t,tu,0,0,as,0,arrestas
arrestar,ar,&#345.es,t,el,0,0,a,0,arresta
arrestar,ar,&#345.es,t,nosotros,0,0,amos,0,arrestamos
arrestar,ar,&#345.es,t,vosotros,0,0,áis,0,arrestáis
arrestar,ar,&#345.es,t,ellos,0,0,an,0,arrestan
arrestar,ar,&#345.es,t,yo,1,0,aba,0,arrestaba
arrestar,ar,&#345.es,t,tu,1,0,abas,0,arrestabas
arrestar,ar,&#345.es,t,el,1,0,aba,0,arrestaba
arrestar,ar,&#345.es,t,nosotros,1,0,ábamos,0,arrestábamos
arrestar,ar,&#345.es,t,vosotros,1,0,abais,0,arrestabais
arrestar,ar,&#345.es,t,ellos,1,0,aban,0,arrestaban
arrestar,ar,&#345.es,t,yo,2,0,é,0,arresté
arrestar,ar,&#345.es,t,tu,2,0,aste,0,arrestaste
arrestar,ar,&#345.es,t,el,2,0,ó,0,arrestó
arrestar,ar,&#345.es,t,nosotros,2,0,amos,0,arrestamos
arrestar,ar,&#345.es,t,vosotros,2,0,asteis,0,arrestasteis
arrestar,ar,&#345.es,t,ellos,2,0,aron,0,arrestaron
arrestar,ar,&#345.es,t,yo,1,0,aré,0,arrestaré
arrestar,ar,&#345.es,t,tu,1,0,arás,0,arrestarás
arrestar,ar,&#345.es,t,el,1,0,ará,0,arrestará
arrestar,ar,&#345.es,t,nosotros,1,0,aremos,0,arrestaremos
arrestar,ar,&#345.es,t,vosotros,1,0,aréis,0,arrestaréis
arrestar,ar,&#345.es,t,ellos,1,0,arán,0,arrestarán
arrestar,ar,&#345.es,t,yo,2,0,aría,0,arrestaría
arrestar,ar,&#345.es,t,tu,2,0,arías,0,arrestarías
arrestar,ar,&#345.es,t,el,2,0,aría,0,arrestaría
arrestar,ar,&#345.es,t,nosotros,2,0,aríamos,0,arrestaríamos
arrestar,ar,&#345.es,t,vosotros,2,0,aríais,0,arrestaríais
arrestar,ar,&#345.es,t,ellos,2,0,arían,0,arrestarían
arrestar,ar,&#345.es,t,yo,0,1,e,0,arreste
arrestar,ar,&#345.es,t,tu,0,1,es,0,arrestes
arrestar,ar,&#345.es,t,el,0,1,e,0,arreste
arrestar,ar,&#345.es,t,nosotros,0,1,emos,0,arrestemos
arrestar,ar,&#345.es,t,vosotros,0,1,éis,0,arrestéis
arrestar,ar,&#345.es,t,ellos,0,1,en,0,arresten
arrestar,ar,&#345.es,t,yo,1,1,ara,0,arrestara
arrestar,ar,&#345.es,t,tu,1,1,aras,0,arrestaras
arrestar,ar,&#345.es,t,el,1,1,ara,0,arrestara
arrestar,ar,&#345.es,t,nosotros,1,1,áramos,0,arrestáramos
arrestar,ar,&#345.es,t,vosotros,1,1,arais,0,arrestarais
arrestar,ar,&#345.es,t,ellos,1,1,aran,0,arrestaran
arrestar,ar,&#345.es,t,yo,1,1,are,0,arrestare
arrestar,ar,&#345.es,t,tu,1,1,ares,0,arrestares
arrestar,ar,&#345.es,t,el,1,1,are,0,arrestare
arrestar,ar,&#345.es,t,nosotros,1,1,áremos,0,arrestáremos
arrestar,ar,&#345.es,t,vosotros,1,1,areis,0,arrestareis
arrestar,ar,&#345.es,t,ellos,1,1,aren,0,arrestaren
arrestar,ar,&#345.es,t,tu,0,2,a,0,arresta
arrestar,ar,&#345.es,t,nosotros,0,2,emos,0,arrestemos
arrestar,ar,&#345.es,t,vosotros,0,2,ad,0,arrestad
llegar,ar,&lambda.e,&gamma.,yo,0,0,o,0,llego
llegar,ar,&lambda.e,&gamma.,tu,0,0,as,0,llegas
llegar,ar,&lambda.e,&gamma.,el,0,0,a,0,llega
llegar,ar,&lambda.e,&gamma.,nosotros,0,0,amos,0,llegamos
llegar,ar,&lambda.e,&gamma.,vosotros,0,0,áis,0,llegáis
llegar,ar,&lambda.e,&gamma.,ellos,0,0,an,0,llegan
llegar,ar,&lambda.e,&gamma.,yo,1,0,aba,0,llegaba
llegar,ar,&lambda.e,&gamma.,tu,1,0,abas,0,llegabas
llegar,ar,&lambda.e,&gamma.,el,1,0,aba,0,llegaba
llegar,ar,&lambda.e,&gamma.,nosotros,1,0,ábamos,0,llegábamos
llegar,ar,&lambda.e,&gamma.,vosotros,1,0,abais,0,llegabais
llegar,ar,&lambda.e,&gamma.,ellos,1,0,aban,0,llegaban
llegar,ar,&lambda.e,&gamma.,yo,2,0,ué,0,llegué
llegar,ar,&lambda.e,&gamma.,tu,2,0,aste,0,llegaste
llegar,ar,&lambda.e,&gamma.,el,2,0,ó,0,llegó
llegar,ar,&lambda.e,&gamma.,nosotros,2,0,amos,0,llegamos
llegar,ar,&lambda.e,&gamma.,vosotros,2,0,asteis,0,llegasteis
llegar,ar,&lambda.e,&gamma.,ellos,2,0,aron,0,llegaron
llegar,ar,&lambda.e,&gamma.,yo,1,0,aré,0,llegaré
llegar,ar,&lambda.e,&gamma.,tu,1,0,arás,0,llegarás
llegar,ar,&lambda.e,&gamma.,el,1,0,ará,0,llegará
llegar,ar,&lambda.e,&gamma.,nosotros,1,0,aremos,0,llegaremos
llegar,ar,&lambda.e,&gamma.,vosotros,1,0,aréis,0,llegaréis
llegar,ar,&lambda.e,&gamma.,ellos,1,0,arán,0,llegarán
llegar,ar,&lambda.e,&gamma.,yo,2,0,aría,0,llegaría
llegar,ar,&lambda.e,&gamma.,tu,2,0,arías,0,llegarías
llegar,ar,&lambda.e,&gamma.,el,2,0,aría,0,llegaría
llegar,ar,&lambda.e,&gamma.,nosotros,2,0,aríamos,0,llegaríamos
llegar,ar,&lambda.e,&gamma.,vosotros,2,0,aríais,0,llegaríais
llegar,ar,&lambda.e,&gamma.,ellos,2,0,arían,0,llegarían
llegar,ar,&lambda.e,&gamma.,yo,0,1,ue,0,llegue
llegar,ar,&lambda.e,&gamma.,tu,0,1,ues,0,llegues
llegar,ar,&lambda.e,&gamma.,el,0,1,ue,0,llegue
llegar,ar,&lambda.e,&gamma.,nosotros,0,1,uemos,0,lleguemos
llegar,ar,&lambda.e,&gamma.,vosotros,0,1,uéis,0,lleguéis
llegar,ar,&lambda.e,&gamma.,ellos,0,1,uen,0,lleguen
llegar,ar,&lambda.e,&gamma.,yo,1,1,ara,0,llegara
llegar,ar,&lambda.e,&gamma.,tu,1,1,aras,0,llegaras
llegar,ar,&lambda.e,&gamma.,el,1,1,ara,0,llegara
llegar,ar,&lambda.e,&gamma.,nosotros,1,1,áramos,0,llegáramos
llegar,ar,&lambda.e,&gamma.,vosotros,1,1,arais,0,llegarais
llegar,ar,&lambda.e,&gamma.,ellos,1,1,aran,0,llegaran
llegar,ar,&lambda.e,&gamma.,yo,1,1,are,0,llegare
llegar,ar,&lambda.e,&gamma.,tu,1,1,ares,0,llegares
llegar,ar,&lambda.e,&gamma.,el,1,1,are,0,llegare
llegar,ar,&lambda.e,&gamma.,nosotros,1,1,áremos,0,llegáremos
llegar,ar,&lambda.e,&gamma.,vosotros,1,1,areis,0,llegareis
llegar,ar,&lambda.e,&gamma.,ellos,1,1,aren,0,llegaren
llegar,ar,&lambda.e,&gamma.,tu,0,2,a,0,llega
llegar,ar,&lambda.e,&gamma.,nosotros,0,2,uemos,0,lleguemos
llegar,ar,&lambda.e,&gamma.,vosotros,0,2,ad,0,llegad
preguntar,ar,&gamma.uN,t,yo,0,0,o,0,pregunto
preguntar,ar,&gamma.uN,t,tu,0,0,as,0,preguntas
preguntar,ar,&gamma.uN,t,el,0,0,a,0,pregunta
preguntar,ar,&gamma.uN,t,nosotros,0,0,amos,0,preguntamos
preguntar,ar,&gamma.uN,t,vosotros,0,0,áis,0,preguntáis
preguntar,ar,&gamma.uN,t,ellos,0,0,an,0,preguntan
preguntar,ar,&gamma.uN,t,yo,1,0,aba,0,preguntaba
preguntar,ar,&gamma.uN,t,tu,1,0,abas,0,preguntabas
preguntar,ar,&gamma.uN,t,el,1,0,aba,0,preguntaba
preguntar,ar,&gamma.uN,t,nosotros,1,0,ábamos,0,preguntábamos
preguntar,ar,&gamma.uN,t,vosotros,1,0,abais,0,preguntabais
preguntar,ar,&gamma.uN,t,ellos,1,0,aban,0,preguntaban
preguntar,ar,&gamma.uN,t,yo,2,0,é,0,pregunté
preguntar,ar,&gamma.uN,t,tu,2,0,aste,0,preguntaste
preguntar,ar,&gamma.uN,t,el,2,0,ó,0,preguntó
preguntar,ar,&gamma.uN,t,nosotros,2,0,amos,0,preguntamos
preguntar,ar,&gamma.uN,t,vosotros,2,0,asteis,0,preguntasteis
preguntar,ar,&gamma.uN,t,ellos,2,0,aron,0,preguntaron
preguntar,ar,&gamma.uN,t,yo,1,0,aré,0,preguntaré
preguntar,ar,&gamma.uN,t,tu,1,0,arás,0,preguntarás
preguntar,ar,&gamma.uN,t,el,1,0,ará,0,preguntará
preguntar,ar,&gamma.uN,t,nosotros,1,0,aremos,0,preguntaremos
preguntar,ar,&gamma.uN,t,vosotros,1,0,aréis,0,preguntaréis
preguntar,ar,&gamma.uN,t,ellos,1,0,arán,0,preguntarán
preguntar,ar,&gamma.uN,t,yo,2,0,aría,0,preguntaría
preguntar,ar,&gamma.uN,t,tu,2,0,arías,0,preguntarías
preguntar,ar,&gamma.uN,t,el,2,0,aría,0,preguntaría
preguntar,ar,&gamma.uN,t,nosotros,2,0,aríamos,0,preguntaríamos
preguntar,ar,&gamma.uN,t,vosotros,2,0,aríais,0,preguntaríais
preguntar,ar,&gamma.uN,t,ellos,2,0,arían,0,preguntarían
preguntar,ar,&gamma.uN,t,yo,0,1,e,0,pregunte
preguntar,ar,&gamma.uN,t,tu,0,1,es,0,preguntes
preguntar,ar,&gamma.uN,t,el,0,1,e,0,pregunte
preguntar,ar,&gamma.uN,t,nosotros,0,1,emos,0,preguntemos
preguntar,ar,&gamma.uN,t,vosotros,0,1,éis,0,preguntéis
preguntar,ar,&gamma.uN,t,ellos,0,1,en,0,pregunten
preguntar,ar,&gamma.uN,t,yo,1,1,ara,0,preguntara
preguntar,ar,&gamma.uN,t,tu,1,1,aras,0,preguntaras
preguntar,ar,&gamma.uN,t,el,1,1,ara,0,preguntara
preguntar,ar,&gamma.uN,t,nosotros,1,1,áramos,0,preguntáramos
preguntar,ar,&gamma.uN,t,vosotros,1,1,arais,0,preguntarais
preguntar,ar,&gamma.uN,t,ellos,1,1,aran,0,preguntaran
preguntar,ar,&gamma.uN,t,yo,1,1,are,0,preguntare
preguntar,ar,&gamma.uN,t,tu,1,1,ares,0,preguntares
preguntar,ar,&gamma.uN,t,el,1,1,are,0,preguntare
preguntar,ar,&gamma.uN,t,nosotros,1,1,áremos,0,preguntáremos
preguntar,ar,&gamma.uN,t,vosotros,1,1,areis,0,preguntareis
preguntar,ar,&gamma.uN,t,ellos,1,1,aren,0,preguntaren
preguntar,ar,&gamma.uN,t,tu,0,2,a,0,pregunta
preguntar,ar,&gamma.uN,t,nosotros,0,2,emos,0,preguntemos
preguntar,ar,&gamma.uN,t,vosotros,0,2,ad,0,preguntad
adjuntar,ar,xuN,t,yo,0,0,o,0,adjunto
adjuntar,ar,xuN,t,tu,0,0,as,0,adjuntas
adjuntar,ar,xuN,t,el,0,0,a,0,adjunta
adjuntar,ar,xuN,t,nosotros,0,0,amos,0,adjuntamos
adjuntar,ar,xuN,t,vosotros,0,0,áis,0,adjuntáis
adjuntar,ar,xuN,t,ellos,0,0,an,0,adjuntan
adjuntar,ar,xuN,t,yo,1,0,aba,0,adjuntaba
adjuntar,ar,xuN,t,tu,1,0,abas,0,adjuntabas
adjuntar,ar,xuN,t,el,1,0,aba,0,adjuntaba
adjuntar,ar,xuN,t,nosotros,1,0,ábamos,0,adjuntábamos
adjuntar,ar,xuN,t,vosotros,1,0,abais,0,adjuntabais
adjuntar,ar,xuN,t,ellos,1,0,aban,0,adjuntaban
adjuntar,ar,xuN,t,yo,2,0,é,0,adjunté
adjuntar,ar,xuN,t,tu,2,0,aste,0,adjuntaste
adjuntar,ar,xuN,t,el,2,0,ó,0,adjuntó
adjuntar,ar,xuN,t,nosotros,2,0,amos,0,adjuntamos
adjuntar,ar,xuN,t,vosotros,2,0,asteis,0,adjuntasteis
adjuntar,ar,xuN,t,ellos,2,0,aron,0,adjuntaron
adjuntar,ar,xuN,t,yo,1,0,aré,0,adjuntaré
adjuntar,ar,xuN,t,tu,1,0,arás,0,adjuntarás
adjuntar,ar,xuN,t,el,1,0,ará,0,adjuntará
adjuntar,ar,xuN,t,nosotros,1,0,aremos,0,adjuntaremos
adjuntar,ar,xuN,t,vosotros,1,0,aréis,0,adjuntaréis
adjuntar,ar,xuN,t,ellos,1,0,arán,0,adjuntarán
adjuntar,ar,xuN,t,yo,2,0,aría,0,adjuntaría
adjuntar,ar,xuN,t,tu,2,0,arías,0,adjuntarías
adjuntar,ar,xuN,t,el,2,0,aría,0,adjuntaría
adjuntar,ar,xuN,t,nosotros,2,0,aríamos,0,adjuntaríamos
adjuntar,ar,xuN,t,vosotros,2,0,aríais,0,adjuntaríais
adjuntar,ar,xuN,t,ellos,2,0,arían,0,adjuntarían
adjuntar,ar,xuN,t,yo,0,1,e,0,adjunte
adjuntar,ar,xuN,t,tu,0,1,es,0,adjuntes
adjuntar,ar,xuN,t,el,0,1,e,0,adjunte
adjuntar,ar,xuN,t,nosotros,0,1,emos,0,adjuntemos
adjuntar,ar,xuN,t,vosotros,0,1,éis,0,adjuntéis
adjuntar,ar,xuN,t,ellos,0,1,en,0,adjunten
adjuntar,ar,xuN,t,yo,1,1,ara,0,adjuntara
adjuntar,ar,xuN,t,tu,1,1,aras,0,adjuntaras
adjuntar,ar,xuN,t,el,1,1,ara,0,adjuntara
adjuntar,ar,xuN,t,nosotros,1,1,áramos,0,adjuntáramos
adjuntar,ar,xuN,t,vosotros,1,1,arais,0,adjuntarais
adjuntar,ar,xuN,t,ellos,1,1,aran,0,adjuntaran
adjuntar,ar,xuN,t,yo,1,1,are,0,adjuntare
adjuntar,ar,xuN,t,tu,1,1,ares,0,adjuntares
adjuntar,ar,xuN,t,el,1,1,are,0,adjuntare
adjuntar,ar,xuN,t,nosotros,1,1,áremos,0,adjuntáremos
adjuntar,ar,xuN,t,vosotros,1,1,areis,0,adjuntareis
adjuntar,ar,xuN,t,ellos,1,1,aren,0,adjuntaren
adjuntar,ar,xuN,t,tu,0,2,a,0,adjunta
adjuntar,ar,xuN,t,nosotros,0,2,emos,0,adjuntemos
adjuntar,ar,xuN,t,vosotros,0,2,ad,0,adjuntad
atacar,ar,ta,k,yo,0,0,o,0,ataco
atacar,ar,ta,k,tu,0,0,as,0,atacas
atacar,ar,ta,k,el,0,0,a,0,ataca
atacar,ar,ta,k,nosotros,0,0,amos,0,atacamos
atacar,ar,ta,k,vosotros,0,0,áis,0,atacáis
atacar,ar,ta,k,ellos,0,0,an,0,atacan
atacar,ar,ta,k,yo,1,0,aba,0,atacaba
atacar,ar,ta,k,tu,1,0,abas,0,atacabas
atacar,ar,ta,k,el,1,0,aba,0,atacaba
atacar,ar,ta,k,nosotros,1,0,ábamos,0,atacábamos
atacar,ar,ta,k,vosotros,1,0,abais,0,atacabais
atacar,ar,ta,k,ellos,1,0,aban,0,atacaban
atacar,ar,ta,k,yo,2,0,qué,0,ataqué
atacar,ar,ta,k,tu,2,0,aste,0,atacaste
atacar,ar,ta,k,el,2,0,ó,0,atacó
atacar,ar,ta,k,nosotros,2,0,amos,0,atacamos
atacar,ar,ta,k,vosotros,2,0,asteis,0,atacasteis
atacar,ar,ta,k,ellos,2,0,aron,0,atacaron
atacar,ar,ta,k,yo,1,0,aré,0,atacaré
atacar,ar,ta,k,tu,1,0,arás,0,atacarás
atacar,ar,ta,k,el,1,0,ará,0,atacará
atacar,ar,ta,k,nosotros,1,0,aremos,0,atacaremos
atacar,ar,ta,k,vosotros,1,0,aréis,0,atacaréis
atacar,ar,ta,k,ellos,1,0,arán,0,atacarán
atacar,ar,ta,k,yo,2,0,aría,0,atacaría
atacar,ar,ta,k,tu,2,0,arías,0,atacarías
atacar,ar,ta,k,el,2,0,aría,0,atacaría
atacar,ar,ta,k,nosotros,2,0,aríamos,0,atacaríamos
atacar,ar,ta,k,vosotros,2,0,aríais,0,atacaríais
atacar,ar,ta,k,ellos,2,0,arían,0,atacarían
atacar,ar,ta,k,yo,0,1,que,0,ataque
atacar,ar,ta,k,tu,0,1,ques,0,ataques
atacar,ar,ta,k,el,0,1,que,0,ataque
atacar,ar,ta,k,nosotros,0,1,quemos,0,ataquemos
atacar,ar,ta,k,vosotros,0,1,quéis,0,ataquéis
atacar,ar,ta,k,ellos,0,1,quen,0,ataquen
atacar,ar,ta,k,yo,1,1,ara,0,atacara
atacar,ar,ta,k,tu,1,1,aras,0,atacaras
atacar,ar,ta,k,el,1,1,ara,0,atacara
atacar,ar,ta,k,nosotros,1,1,áramos,0,atacáramos
atacar,ar,ta,k,vosotros,1,1,arais,0,atacarais
atacar,ar,ta,k,ellos,1,1,aran,0,atacaran
atacar,ar,ta,k,yo,1,1,are,0,atacare
atacar,ar,ta,k,tu,1,1,ares,0,atacares
atacar,ar,ta,k,el,1,1,are,0,atacare
atacar,ar,ta,k,nosotros,1,1,áremos,0,atacáremos
atacar,ar,ta,k,vosotros,1,1,areis,0,atacareis
atacar,ar,ta,k,ellos,1,1,aren,0,atacaren
atacar,ar,ta,k,tu,0,2,a,0,ataca
atacar,ar,ta,k,nosotros,0,2,quemos,0,ataquemos
atacar,ar,ta,k,vosotros,0,2,ad,0,atacad
intentar,ar,teN,t,yo,0,0,o,0,intento
intentar,ar,teN,t,tu,0,0,as,0,intentas
intentar,ar,teN,t,el,0,0,a,0,intenta
intentar,ar,teN,t,nosotros,0,0,amos,0,intentamos
intentar,ar,teN,t,vosotros,0,0,áis,0,intentáis
intentar,ar,teN,t,ellos,0,0,an,0,intentan
