infinitivo,ending,pensyl,prepensyl,pospensyl,stem,person,number,tense,mood,class_pensyl,class_suff,conjugacion
listar,ar,lis,l,is,t,1,1,0,2,0,emos,listemos
listar,ar,lis,l,is,t,2,1,0,2,0,ad,listad
listar,ar,lis,l,is,t,3,1,0,2,0,en,listen
escuchar,ar,cu,NULL,cu,ch,1,0,0,0,0,o,escucho
escuchar,ar,cu,NULL,cu,ch,2,0,0,0,0,as,escuchas
escuchar,ar,cu,NULL,cu,ch,3,0,0,0,0,a,escucha
escuchar,ar,cu,NULL,cu,ch,1,1,0,0,0,amos,escuchamos
escuchar,ar,cu,NULL,cu,ch,2,1,0,0,0,áis,escucháis
escuchar,ar,cu,NULL,cu,ch,3,1,0,0,0,an,escuchan
escuchar,ar,cu,NULL,cu,ch,1,0,1,0,0,aba,escuchaba
escuchar,ar,cu,NULL,cu,ch,2,0,1,0,0,abas,escuchabas
escuchar,ar,cu,NULL,cu,ch,3,0,1,0,0,aba,escuchaba
escuchar,ar,cu,NULL,cu,ch,1,1,1,0,0,ábamos,escuchábamos
escuchar,ar,cu,NULL,cu,ch,2,1,1,0,0,abais,escuchabais
escuchar,ar,cu,NULL,cu,ch,3,1,1,0,0,aban,escuchaban
escuchar,ar,cu,NULL,cu,ch,1,0,2,0,0,é,escuché
escuchar,ar,cu,NULL,cu,ch,2,0,2,0,0,aste,escuchaste
escuchar,ar,cu,NULL,cu,ch,3,0,2,0,0,ó,escuchó
escuchar,ar,cu,NULL,cu,ch,1,1,2,0,0,amos,escuchamos
escuchar,ar,cu,NULL,cu,ch,2,1,2,0,0,asteis,escuchasteis
escuchar,ar,cu,NULL,cu,ch,3,1,2,0,0,aron,escucharon
escuchar,ar,cu,NULL,cu,ch,1,0,3,0,0,aré,escucharé
escuchar,ar,cu,NULL,cu,ch,2,0,3,0,0,arás,escucharás
escuchar,ar,cu,NULL,cu,ch,3,0,3,0,0,ará,escuchará
escuchar,ar,cu,NULL,cu,ch,1,1,3,0,0,aremos,escucharemos
escuchar,ar,cu,NULL,cu,ch,2,1,3,0,0,aréis,escucharéis
escuchar,ar,cu,NULL,cu,ch,3,1,3,0,0,arán,escucharán
escuchar,ar,cu,NULL,cu,ch,1,0,4,0,0,aría,escucharía
escuchar,ar,cu,NULL,cu,ch,2,0,4,0,0,arías,escucharías
escuchar,ar,cu,NULL,cu,ch,3,0,4,0,0,aría,escucharía
escuchar,ar,cu,NULL,cu,ch,1,1,4,0,0,aríamos,escucharíamos
escuchar,ar,cu,NULL,cu,ch,2,1,4,0,0,aríais,escucharíais
escuchar,ar,cu,NULL,cu,ch,3,1,4,0,0,arían,escucharían
escuchar,ar,cu,NULL,cu,ch,1,0,0,1,0,e,escuche
escuchar,ar,cu,NULL,cu,ch,2,0,0,1,0,es,escuches
escuchar,ar,cu,NULL,cu,ch,3,0,0,1,0,e,escuche
escuchar,ar,cu,NULL,cu,ch,1,1,0,1,0,emos,escuchemos
escuchar,ar,cu,NULL,cu,ch,2,1,0,1,0,éis,escuchéis
escuchar,ar,cu,NULL,cu,ch,3,1,0,1,0,en,escuchen
escuchar,ar,cu,NULL,cu,ch,1,0,1,1,0,ara,escuchara
escuchar,ar,cu,NULL,cu,ch,2,0,1,1,0,aras,escucharas
escuchar,ar,cu,NULL,cu,ch,3,0,1,1,0,ara,escuchara
escuchar,ar,cu,NULL,cu,ch,1,1,1,1,0,áramos,escucháramos
escuchar,ar,cu,NULL,cu,ch,2,1,1,1,0,arais,escucharais
escuchar,ar,cu,NULL,cu,ch,3,1,1,1,0,aran,escucharan
escuchar,ar,cu,NULL,cu,ch,1,0,3,1,0,are,escuchare
escuchar,ar,cu,NULL,cu,ch,2,0,3,1,0,ares,escuchares
escuchar,ar,cu,NULL,cu,ch,3,0,3,1,0,are,escuchare
escuchar,ar,cu,NULL,cu,ch,1,1,3,1,0,áremos,escucháremos
escuchar,ar,cu,NULL,cu,ch,2,1,3,1,0,areis,escuchareis
escuchar,ar,cu,NULL,cu,ch,3,1,3,1,0,aren,escucharen
escuchar,ar,cu,NULL,cu,ch,0,0,0,2,-,?,-
escuchar,ar,cu,NULL,cu,ch,2,0,0,2,0,a,escucha
escuchar,ar,cu,NULL,cu,ch,3,0,0,2,0,e,escuche
escuchar,ar,cu,NULL,cu,ch,1,1,0,2,0,emos,escuchemos
escuchar,ar,cu,NULL,cu,ch,2,1,0,2,0,ad,escuchad
escuchar,ar,cu,NULL,cu,ch,3,1,0,2,0,en,escuchen
vivir,ir,vi,NULL,vi,v,1,0,0,0,0,o,vivo
vivir,ir,vi,NULL,vi,v,2,0,0,0,0,es,vives
vivir,ir,vi,NULL,vi,v,3,0,0,0,0,e,vive
vivir,ir,vi,NULL,vi,v,1,1,0,0,0,imos,vivimos
vivir,ir,vi,NULL,vi,v,2,1,0,0,0,ís,vivís
vivir,ir,vi,NULL,vi,v,3,1,0,0,0,en,viven
vivir,ir,vi,NULL,vi,v,1,0,1,0,0,ía,vivía
vivir,ir,vi,NULL,vi,v,2,0,1,0,0,ías,vivías
vivir,ir,vi,NULL,vi,v,3,0,1,0,0,ía,vivía
vivir,ir,vi,NULL,vi,v,1,1,1,0,0,íamos,vivíamos
vivir,ir,vi,NULL,vi,v,2,1,1,0,0,íais,vivíais
vivir,ir,vi,NULL,vi,v,3,1,1,0,0,ían,vivían
vivir,ir,vi,NULL,vi,v,1,0,2,0,0,í,viví
vivir,ir,vi,NULL,vi,v,2,0,2,0,0,iste,viviste
vivir,ir,vi,NULL,vi,v,3,0,2,0,0,ió,vivió
vivir,ir,vi,NULL,vi,v,1,1,2,0,0,imos,vivimos
vivir,ir,vi,NULL,vi,v,2,1,2,0,0,isteis,vivisteis
vivir,ir,vi,NULL,vi,v,3,1,2,0,0,ieron,vivieron
vivir,ir,vi,NULL,vi,v,1,0,3,0,0,iré,viviré
vivir,ir,vi,NULL,vi,v,2,0,3,0,0,irás,vivirás
vivir,ir,vi,NULL,vi,v,3,0,3,0,0,irá,vivirá
vivir,ir,vi,NULL,vi,v,1,1,3,0,0,iremos,viviremos
vivir,ir,vi,NULL,vi,v,2,1,3,0,0,iréis,viviréis
vivir,ir,vi,NULL,vi,v,3,1,3,0,0,irán,vivirán
vivir,ir,vi,NULL,vi,v,1,0,4,0,0,iría,viviría
vivir,ir,vi,NULL,vi,v,2,0,4,0,0,irías,vivirías
vivir,ir,vi,NULL,vi,v,3,0,4,0,0,iría,viviría
vivir,ir,vi,NULL,vi,v,1,1,4,0,0,iríamos,viviríamos
vivir,ir,vi,NULL,vi,v,2,1,4,0,0,iríais,viviríais
vivir,ir,vi,NULL,vi,v,3,1,4,0,0,irían,vivirían
vivir,ir,vi,NULL,vi,v,1,0,0,1,0,a,viva
vivir,ir,vi,NULL,vi,v,2,0,0,1,0,as,vivas
vivir,ir,vi,NULL,vi,v,3,0,0,1,0,a,viva
vivir,ir,vi,NULL,vi,v,1,1,0,1,0,amos,vivamos
vivir,ir,vi,NULL,vi,v,2,1,0,1,0,áis,viváis
vivir,ir,vi,NULL,vi,v,3,1,0,1,0,an,vivan
vivir,ir,vi,NULL,vi,v,1,0,1,1,0,iera,viviera
vivir,ir,vi,NULL,vi,v,2,0,1,1,0,ieras,vivieras
vivir,ir,vi,NULL,vi,v,3,0,1,1,0,iera,viviera
vivir,ir,vi,NULL,vi,v,1,1,1,1,0,iéramos,viviéramos
vivir,ir,vi,NULL,vi,v,2,1,1,1,0,ierais,vivierais
vivir,ir,vi,NULL,vi,v,3,1,1,1,0,ieran,vivieran
vivir,ir,vi,NULL,vi,v,1,0,3,1,0,iere,viviere
vivir,ir,vi,NULL,vi,v,2,0,3,1,0,ieres,vivieres
vivir,ir,vi,NULL,vi,v,3,0,3,1,0,iere,viviere
vivir,ir,vi,NULL,vi,v,1,1,3,1,0,iéremos,viviéremos
vivir,ir,vi,NULL,vi,v,2,1,3,1,0,iereis,viviereis
vivir,ir,vi,NULL,vi,v,3,1,3,1,0,ieren,vivieren
vivir,ir,vi,NULL,vi,v,0,0,0,2,-,?,-
vivir,ir,vi,NULL,vi,v,2,0,0,2,0,e,vive
vivir,ir,vi,NULL,vi,v,3,0,0,2,0,a,viva
vivir,ir,vi,NULL,vi,v,1,1,0,2,0,amos,vivamos
vivir,ir,vi,NULL,vi,v,2,1,0,2,0,id,vivid
vivir,ir,vi,NULL,vi,v,3,1,0,2,0,an,vivan
durar,ar,du,NULL,du,r,1,0,0,0,0,o,duro
durar,ar,du,NULL,du,r,2,0,0,0,0,as,duras
durar,ar,du,NULL,du,r,3,0,0,0,0,a,dura
durar,ar,du,NULL,du,r,1,1,0,0,0,amos,duramos
durar,ar,du,NULL,du,r,2,1,0,0,0,áis,duráis
durar,ar,du,NULL,du,r,3,1,0,0,0,an,duran
durar,ar,du,NULL,du,r,1,0,1,0,0,aba,duraba
durar,ar,du,NULL,du,r,2,0,1,0,0,abas,durabas
durar,ar,du,NULL,du,r,3,0,1,0,0,aba,duraba
durar,ar,du,NULL,du,r,1,1,1,0,0,ábamos,durábamos
durar,ar,du,NULL,du,r,2,1,1,0,0,abais,durabais
durar,ar,du,NULL,du,r,3,1,1,0,0,aban,duraban
durar,ar,du,NULL,du,r,1,0,2,0,0,é,duré
durar,ar,du,NULL,du,r,2,0,2,0,0,aste,duraste
durar,ar,du,NULL,du,r,3,0,2,0,0,ó,duró
durar,ar,du,NULL,du,r,1,1,2,0,0,amos,duramos
durar,ar,du,NULL,du,r,2,1,2,0,0,asteis,durasteis
durar,ar,du,NULL,du,r,3,1,2,0,0,aron,duraron
durar,ar,du,NULL,du,r,1,0,3,0,0,aré,duraré
durar,ar,du,NULL,du,r,2,0,3,0,0,arás,durarás
durar,ar,du,NULL,du,r,3,0,3,0,0,ará,durará
durar,ar,du,NULL,du,r,1,1,3,0,0,aremos,duraremos
durar,ar,du,NULL,du,r,2,1,3,0,0,aréis,duraréis
durar,ar,du,NULL,du,r,3,1,3,0,0,arán,durarán
durar,ar,du,NULL,du,r,1,0,4,0,0,aría,duraría
durar,ar,du,NULL,du,r,2,0,4,0,0,arías,durarías
durar,ar,du,NULL,du,r,3,0,4,0,0,aría,duraría
durar,ar,du,NULL,du,r,1,1,4,0,0,aríamos,duraríamos
durar,ar,du,NULL,du,r,2,1,4,0,0,aríais,duraríais
durar,ar,du,NULL,du,r,3,1,4,0,0,arían,durarían
durar,ar,du,NULL,du,r,1,0,0,1,0,e,dure
durar,ar,du,NULL,du,r,2,0,0,1,0,es,dures
durar,ar,du,NULL,du,r,3,0,0,1,0,e,dure
durar,ar,du,NULL,du,r,1,1,0,1,0,emos,duremos
durar,ar,du,NULL,du,r,2,1,0,1,0,éis,duréis
durar,ar,du,NULL,du,r,3,1,0,1,0,en,duren
durar,ar,du,NULL,du,r,1,0,1,1,0,ara,durara
durar,ar,du,NULL,du,r,2,0,1,1,0,aras,duraras
durar,ar,du,NULL,du,r,3,0,1,1,0,ara,durara
durar,ar,du,NULL,du,r,1,1,1,1,0,áramos,duráramos
durar,ar,du,NULL,du,r,2,1,1,1,0,arais,durarais
durar,ar,du,NULL,du,r,3,1,1,1,0,aran,duraran
durar,ar,du,NULL,du,r,1,0,3,1,0,are,durare
durar,ar,du,NULL,du,r,2,0,3,1,0,ares,durares
durar,ar,du,NULL,du,r,3,0,3,1,0,are,durare
durar,ar,du,NULL,du,r,1,1,3,1,0,áremos,duráremos
durar,ar,du,NULL,du,r,2,1,3,1,0,areis,durareis
durar,ar,du,NULL,du,r,3,1,3,1,0,aren,duraren
durar,ar,du,NULL,du,r,0,0,0,2,-,?,-
durar,ar,du,NULL,du,r,2,0,0,2,0,a,dura
durar,ar,du,NULL,du,r,3,0,0,2,0,e,dure
durar,ar,du,NULL,du,r,1,1,0,2,0,emos,duremos
durar,ar,du,NULL,du,r,2,1,0,2,0,ad,durad
durar,ar,du,NULL,du,r,3,1,0,2,0,en,duren
mirar,ar,mi,NULL,mi,r,1,0,0,0,0,o,miro
mirar,ar,mi,NULL,mi,r,2,0,0,0,0,as,miras
mirar,ar,mi,NULL,mi,r,3,0,0,0,0,a,mira
mirar,ar,mi,NULL,mi,r,1,1,0,0,0,amos,miramos
mirar,ar,mi,NULL,mi,r,2,1,0,0,0,áis,miráis
mirar,ar,mi,NULL,mi,r,3,1,0,0,0,an,miran
mirar,ar,mi,NULL,mi,r,1,0,1,0,0,aba,miraba
mirar,ar,mi,NULL,mi,r,2,0,1,0,0,abas,mirabas
mirar,ar,mi,NULL,mi,r,3,0,1,0,0,aba,miraba
mirar,ar,mi,NULL,mi,r,1,1,1,0,0,ábamos,mirábamos
mirar,ar,mi,NULL,mi,r,2,1,1,0,0,abais,mirabais
mirar,ar,mi,NULL,mi,r,3,1,1,0,0,aban,miraban
mirar,ar,mi,NULL,mi,r,1,0,2,0,0,é,miré
mirar,ar,mi,NULL,mi,r,2,0,2,0,0,aste,miraste
mirar,ar,mi,NULL,mi,r,3,0,2,0,0,ó,miró
mirar,ar,mi,NULL,mi,r,1,1,2,0,0,amos,miramos
mirar,ar,mi,NULL,mi,r,2,1,2,0,0,asteis,mirasteis
mirar,ar,mi,NULL,mi,r,3,1,2,0,0,aron,miraron
mirar,ar,mi,NULL,mi,r,1,0,3,0,0,aré,miraré
mirar,ar,mi,NULL,mi,r,2,0,3,0,0,arás,mirarás
mirar,ar,mi,NULL,mi,r,3,0,3,0,0,ará,mirará
mirar,ar,mi,NULL,mi,r,1,1,3,0,0,aremos,miraremos
mirar,ar,mi,NULL,mi,r,2,1,3,0,0,aréis,miraréis
mirar,ar,mi,NULL,mi,r,3,1,3,0,0,arán,mirarán
mirar,ar,mi,NULL,mi,r,1,0,4,0,0,aría,miraría
mirar,ar,mi,NULL,mi,r,2,0,4,0,0,arías,mirarías
mirar,ar,mi,NULL,mi,r,3,0,4,0,0,aría,miraría
mirar,ar,mi,NULL,mi,r,1,1,4,0,0,aríamos,miraríamos
mirar,ar,mi,NULL,mi,r,2,1,4,0,0,aríais,miraríais
mirar,ar,mi,NULL,mi,r,3,1,4,0,0,arían,mirarían
mirar,ar,mi,NULL,mi,r,1,0,0,1,0,e,mire
mirar,ar,mi,NULL,mi,r,2,0,0,1,0,es,mires
mirar,ar,mi,NULL,mi,r,3,0,0,1,0,e,mire
mirar,ar,mi,NULL,mi,r,1,1,0,1,0,emos,miremos
mirar,ar,mi,NULL,mi,r,2,1,0,1,0,éis,miréis
mirar,ar,mi,NULL,mi,r,3,1,0,1,0,en,miren
mirar,ar,mi,NULL,mi,r,1,0,1,1,0,ara,mirara
mirar,ar,mi,NULL,mi,r,2,0,1,1,0,aras,miraras
mirar,ar,mi,NULL,mi,r,3,0,1,1,0,ara,mirara
mirar,ar,mi,NULL,mi,r,1,1,1,1,0,áramos,miráramos
mirar,ar,mi,NULL,mi,r,2,1,1,1,0,arais,mirarais
mirar,ar,mi,NULL,mi,r,3,1,1,1,0,aran,miraran
mirar,ar,mi,NULL,mi,r,1,0,3,1,0,are,mirare
mirar,ar,mi,NULL,mi,r,2,0,3,1,0,ares,mirares
mirar,ar,mi,NULL,mi,r,3,0,3,1,0,are,mirare
mirar,ar,mi,NULL,mi,r,1,1,3,1,0,áremos,miráremos
mirar,ar,mi,NULL,mi,r,2,1,3,1,0,areis,mirareis
mirar,ar,mi,NULL,mi,r,3,1,3,1,0,aren,miraren
mirar,ar,mi,NULL,mi,r,0,0,0,2,-,?,-
mirar,ar,mi,NULL,mi,r,2,0,0,2,0,a,mira
mirar,ar,mi,NULL,mi,r,3,0,0,2,0,e,mire
mirar,ar,mi,NULL,mi,r,1,1,0,2,0,emos,miremos
mirar,ar,mi,NULL,mi,r,2,1,0,2,0,ad,mirad
mirar,ar,mi,NULL,mi,r,3,1,0,2,0,en,miren
amar,ar,a,NULL,a,m,1,0,0,0,0,o,amo
amar,ar,a,NULL,a,m,2,0,0,0,0,as,amas
amar,ar,a,NULL,a,m,3,0,0,0,0,a,ama
amar,ar,a,NULL,a,m,1,1,0,0,0,amos,amamos
amar,ar,a,NULL,a,m,2,1,0,0,0,áis,amáis
amar,ar,a,NULL,a,m,3,1,0,0,0,an,aman
amar,ar,a,NULL,a,m,1,0,1,0,0,aba,amaba
amar,ar,a,NULL,a,m,2,0,1,0,0,abas,amabas
amar,ar,a,NULL,a,m,3,0,1,0,0,aba,amaba
amar,ar,a,NULL,a,m,1,1,1,0,0,ábamos,amábamos
amar,ar,a,NULL,a,m,2,1,1,0,0,abais,amabais
amar,ar,a,NULL,a,m,3,1,1,0,0,aban,amaban
amar,ar,a,NULL,a,m,1,0,2,0,0,é,amé
amar,ar,a,NULL,a,m,2,0,2,0,0,aste,amaste
amar,ar,a,NULL,a,m,3,0,2,0,0,ó,amó
amar,ar,a,NULL,a,m,1,1,2,0,0,amos,amamos
amar,ar,a,NULL,a,m,2,1,2,0,0,asteis,amasteis
amar,ar,a,NULL,a,m,3,1,2,0,0,aron,amaron
amar,ar,a,NULL,a,m,1,0,3,0,0,aré,amaré
amar,ar,a,NULL,a,m,2,0,3,0,0,arás,amarás
amar,ar,a,NULL,a,m,3,0,3,0,0,ará,amará
amar,ar,a,NULL,a,m,1,1,3,0,0,aremos,amaremos
amar,ar,a,NULL,a,m,2,1,3,0,0,aréis,amaréis
amar,ar,a,NULL,a,m,3,1,3,0,0,arán,amarán
amar,ar,a,NULL,a,m,1,0,4,0,0,aría,amaría
amar,ar,a,NULL,a,m,2,0,4,0,0,arías,amarías
amar,ar,a,NULL,a,m,3,0,4,0,0,aría,amaría
amar,ar,a,NULL,a,m,1,1,4,0,0,aríamos,amaríamos
amar,ar,a,NULL,a,m,2,1,4,0,0,aríais,amaríais
amar,ar,a,NULL,a,m,3,1,4,0,0,arían,amarían
amar,ar,a,NULL,a,m,1,0,0,1,0,e,ame
amar,ar,a,NULL,a,m,2,0,0,1,0,es,ames
amar,ar,a,NULL,a,m,3,0,0,1,0,e,ame
amar,ar,a,NULL,a,m,1,1,0,1,0,emos,amemos
amar,ar,a,NULL,a,m,2,1,0,1,0,éis,améis
amar,ar,a,NULL,a,m,3,1,0,1,0,en,amen
amar,ar,a,NULL,a,m,1,0,1,1,0,ara,amara
amar,ar,a,NULL,a,m,2,0,1,1,0,aras,amaras
amar,ar,a,NULL,a,m,3,0,1,1,0,ara,amara
amar,ar,a,NULL,a,m,1,1,1,1,0,áramos,amáramos
amar,ar,a,NULL,a,m,2,1,1,1,0,arais,amarais
amar,ar,a,NULL,a,m,3,1,1,1,0,aran,amaran
amar,ar,a,NULL,a,m,1,0,3,1,0,are,amare
amar,ar,a,NULL,a,m,2,0,3,1,0,ares,amares
amar,ar,a,NULL,a,m,3,0,3,1,0,are,amare
amar,ar,a,NULL,a,m,1,1,3,1,0,áremos,amáremos
amar,ar,a,NULL,a,m,2,1,3,1,0,areis,amareis
amar,ar,a,NULL,a,m,3,1,3,1,0,aren,amaren
amar,ar,a,NULL,a,m,0,0,0,2,-,?,-
amar,ar,a,NULL,a,m,2,0,0,2,0,a,ama
amar,ar,a,NULL,a,m,3,0,0,2,0,e,ame
amar,ar,a,NULL,a,m,1,1,0,2,0,emos,amemos
amar,ar,a,NULL,a,m,2,1,0,2,0,ad,amad
amar,ar,a,NULL,a,m,3,1,0,2,0,en,amen
administrar,ar,nis,n,is,tr,1,0,0,0,0,o,administro
administrar,ar,nis,n,is,tr,2,0,0,0,0,as,administras
administrar,ar,nis,n,is,tr,3,0,0,0,0,a,administra
administrar,ar,nis,n,is,tr,1,1,0,0,0,amos,administramos
administrar,ar,nis,n,is,tr,2,1,0,0,0,áis,administráis
administrar,ar,nis,n,is,tr,3,1,0,0,0,an,administran
administrar,ar,nis,n,is,tr,1,0,1,0,0,aba,administraba
administrar,ar,nis,n,is,tr,2,0,1,0,0,abas,administrabas
administrar,ar,nis,n,is,tr,3,0,1,0,0,aba,administraba
administrar,ar,nis,n,is,tr,1,1,1,0,0,ábamos,administrábamos
administrar,ar,nis,n,is,tr,2,1,1,0,0,abais,administrabais
administrar,ar,nis,n,is,tr,3,1,1,0,0,aban,administraban
administrar,ar,nis,n,is,tr,1,0,2,0,0,é,administré
administrar,ar,nis,n,is,tr,2,0,2,0,0,aste,administraste
administrar,ar,nis,n,is,tr,3,0,2,0,0,ó,administró
administrar,ar,nis,n,is,tr,1,1,2,0,0,amos,administramos
administrar,ar,nis,n,is,tr,2,1,2,0,0,asteis,administrasteis
administrar,ar,nis,n,is,tr,3,1,2,0,0,aron,administraron
administrar,ar,nis,n,is,tr,1,0,3,0,0,aré,administraré
administrar,ar,nis,n,is,tr,2,0,3,0,0,arás,administrarás
administrar,ar,nis,n,is,tr,3,0,3,0,0,ará,administrará
administrar,ar,nis,n,is,tr,1,1,3,0,0,aremos,administraremos
administrar,ar,nis,n,is,tr,2,1,3,0,0,aréis,administraréis
administrar,ar,nis,n,is,tr,3,1,3,0,0,arán,administrarán
administrar,ar,nis,n,is,tr,1,0,4,0,0,aría,administraría
administrar,ar,nis,n,is,tr,2,0,4,0,0,arías,administrarías
administrar,ar,nis,n,is,tr,3,0,4,0,0,aría,administraría
administrar,ar,nis,n,is,tr,1,1,4,0,0,aríamos,administraríamos
administrar,ar,nis,n,is,tr,2,1,4,0,0,aríais,administraríais
administrar,ar,nis,n,is,tr,3,1,4,0,0,arían,administrarían
administrar,ar,nis,n,is,tr,1,0,0,1,0,e,administre
administrar,ar,nis,n,is,tr,2,0,0,1,0,es,administres
administrar,ar,nis,n,is,tr,3,0,0,1,0,e,administre
administrar,ar,nis,n,is,tr,1,1,0,1,0,emos,administremos
administrar,ar,nis,n,is,tr,2,1,0,1,0,éis,administréis
administrar,ar,nis,n,is,tr,3,1,0,1,0,en,administren
administrar,ar,nis,n,is,tr,1,0,1,1,0,ara,administrara
administrar,ar,nis,n,is,tr,2,0,1,1,0,aras,administraras
administrar,ar,nis,n,is,tr,3,0,1,1,0,ara,administrara
administrar,ar,nis,n,is,tr,1,1,1,1,0,áramos,administráramos
administrar,ar,nis,n,is,tr,2,1,1,1,0,arais,administrarais
administrar,ar,nis,n,is,tr,3,1,1,1,0,aran,administraran
administrar,ar,nis,n,is,tr,1,0,3,1,0,are,administrare
administrar,ar,nis,n,is,tr,2,0,3,1,0,ares,administrares
administrar,ar,nis,n,is,tr,3,0,3,1,0,are,administrare
administrar,ar,nis,n,is,tr,1,1,3,1,0,áremos,administráremos
administrar,ar,nis,n,is,tr,2,1,3,1,0,areis,administrareis
administrar,ar,nis,n,is,tr,3,1,3,1,0,aren,administraren
administrar,ar,nis,n,is,tr,0,0,0,2,-,?,-
administrar,ar,nis,n,is,tr,2,0,0,2,0,a,administra
administrar,ar,nis,n,is,tr,3,0,0,2,0,e,administre
administrar,ar,nis,n,is,tr,1,1,0,2,0,emos,administremos
administrar,ar,nis,n,is,tr,2,1,0,2,0,ad,administrad
administrar,ar,nis,n,is,tr,3,1,0,2,0,en,administren
marchar,ar,mar,m,ar,ch,1,0,0,0,0,o,marcho
marchar,ar,mar,m,ar,ch,2,0,0,0,0,as,marchas
marchar,ar,mar,m,ar,ch,3,0,0,0,0,a,marcha
marchar,ar,mar,m,ar,ch,1,1,0,0,0,amos,marchamos
marchar,ar,mar,m,ar,ch,2,1,0,0,0,áis,marcháis
marchar,ar,mar,m,ar,ch,3,1,0,0,0,an,marchan
marchar,ar,mar,m,ar,ch,1,0,1,0,0,aba,marchaba
marchar,ar,mar,m,ar,ch,2,0,1,0,0,abas,marchabas
marchar,ar,mar,m,ar,ch,3,0,1,0,0,aba,marchaba
marchar,ar,mar,m,ar,ch,1,1,1,0,0,ábamos,marchábamos
marchar,ar,mar,m,ar,ch,2,1,1,0,0,abais,marchabais
marchar,ar,mar,m,ar,ch,3,1,1,0,0,aban,marchaban
marchar,ar,mar,m,ar,ch,1,0,2,0,0,é,marché
marchar,ar,mar,m,ar,ch,2,0,2,0,0,aste,marchaste
marchar,ar,mar,m,ar,ch,3,0,2,0,0,ó,marchó
marchar,ar,mar,m,ar,ch,1,1,2,0,0,amos,marchamos
marchar,ar,mar,m,ar,ch,2,1,2,0,0,asteis,marchasteis
marchar,ar,mar,m,ar,ch,3,1,2,0,0,aron,marcharon
marchar,ar,mar,m,ar,ch,1,0,3,0,0,aré,marcharé
marchar,ar,mar,m,ar,ch,2,0,3,0,0,arás,marcharás
marchar,ar,mar,m,ar,ch,3,0,3,0,0,ará,marchará
marchar,ar,mar,m,ar,ch,1,1,3,0,0,aremos,marcharemos
marchar,ar,mar,m,ar,ch,2,1,3,0,0,aréis,marcharéis
marchar,ar,mar,m,ar,ch,3,1,3,0,0,arán,marcharán
marchar,ar,mar,m,ar,ch,1,0,4,0,0,aría,marcharía
marchar,ar,mar,m,ar,ch,2,0,4,0,0,arías,marcharías
marchar,ar,mar,m,ar,ch,3,0,4,0,0,aría,marcharía
marchar,ar,mar,m,ar,ch,1,1,4,0,0,aríamos,marcharíamos
marchar,ar,mar,m,ar,ch,2,1,4,0,0,aríais,marcharíais
marchar,ar,mar,m,ar,ch,3,1,4,0,0,arían,marcharían
marchar,ar,mar,m,ar,ch,1,0,0,1,0,e,marche
marchar,ar,mar,m,ar,ch,2,0,0,1,0,es,marches
marchar,ar,mar,m,ar,ch,3,0,0,1,0,e,marche
marchar,ar,mar,m,ar,ch,1,1,0,1,0,emos,marchemos
marchar,ar,mar,m,ar,ch,2,1,0,1,0,éis,marchéis
marchar,ar,mar,m,ar,ch,3,1,0,1,0,en,marchen
marchar,ar,mar,m,ar,ch,1,0,1,1,0,ara,marchara
marchar,ar,mar,m,ar,ch,2,0,1,1,0,aras,marcharas
marchar,ar,mar,m,ar,ch,3,0,1,1,0,ara,marchara
marchar,ar,mar,m,ar,ch,1,1,1,1,0,áramos,marcháramos
marchar,ar,mar,m,ar,ch,2,1,1,1,0,arais,marcharais
marchar,ar,mar,m,ar,ch,3,1,1,1,0,aran,marcharan
marchar,ar,mar,m,ar,ch,1,0,3,1,0,are,marchare
marchar,ar,mar,m,ar,ch,2,0,3,1,0,ares,marchares
marchar,ar,mar,m,ar,ch,3,0,3,1,0,are,marchare
marchar,ar,mar,m,ar,ch,1,1,3,1,0,áremos,marcháremos
marchar,ar,mar,m,ar,ch,2,1,3,1,0,areis,marchareis
marchar,ar,mar,m,ar,ch,3,1,3,1,0,aren,marcharen
marchar,ar,mar,m,ar,ch,0,0,0,2,-,?,-
marchar,ar,mar,m,ar,ch,2,0,0,2,0,a,marcha
marchar,ar,mar,m,ar,ch,3,0,0,2,0,e,marche
marchar,ar,mar,m,ar,ch,1,1,0,2,0,emos,marchemos
marchar,ar,mar,m,ar,ch,2,1,0,2,0,ad,marchad
marchar,ar,mar,m,ar,ch,3,1,0,2,0,en,marchen
marcar,ar,mar,m,ar,c,1,0,0,0,0,o,marco
marcar,ar,mar,m,ar,c,2,0,0,0,0,as,marcas
marcar,ar,mar,m,ar,c,3,0,0,0,0,a,marca
marcar,ar,mar,m,ar,c,1,1,0,0,0,amos,marcamos
marcar,ar,mar,m,ar,c,2,1,0,0,0,áis,marcáis
marcar,ar,mar,m,ar,c,3,1,0,0,0,an,marcan
marcar,ar,mar,m,ar,c,1,0,1,0,0,aba,marcaba
marcar,ar,mar,m,ar,c,2,0,1,0,0,abas,marcabas
marcar,ar,mar,m,ar,c,3,0,1,0,0,aba,marcaba
marcar,ar,mar,m,ar,c,1,1,1,0,0,ábamos,marcábamos
marcar,ar,mar,m,ar,c,2,1,1,0,0,abais,marcabais
marcar,ar,mar,m,ar,c,3,1,1,0,0,aban,marcaban
marcar,ar,mar,m,ar,c,1,0,2,0,0,qué,marqué
marcar,ar,mar,m,ar,c,2,0,2,0,0,aste,marcaste
marcar,ar,mar,m,ar,c,3,0,2,0,0,ó,marcó
