infinitivo,ending,stem,pensyl,prePensyl,posPensyl,person,number,tense,mood,class_suff,class_pensyl,class_prePensyl,class_posPensyl,conjugacion
listar,ar,t,lis,l,is,3,1,1,0,aban,0,NULL,0,listaban
listar,ar,t,lis,l,is,1,0,2,0,é,0,NULL,0,listé
listar,ar,t,lis,l,is,2,0,2,0,aste,0,NULL,0,listaste
listar,ar,t,lis,l,is,3,0,2,0,ó,0,NULL,0,listó
listar,ar,t,lis,l,is,1,1,2,0,amos,0,NULL,0,listamos
listar,ar,t,lis,l,is,2,1,2,0,asteis,0,NULL,0,listasteis
listar,ar,t,lis,l,is,3,1,2,0,aron,0,NULL,0,listaron
listar,ar,t,lis,l,is,1,0,1,0,aré,0,NULL,0,listaré
listar,ar,t,lis,l,is,2,0,1,0,arás,0,NULL,0,listarás
listar,ar,t,lis,l,is,3,0,1,0,ará,0,NULL,0,listará
listar,ar,t,lis,l,is,1,1,1,0,aremos,0,NULL,0,listaremos
listar,ar,t,lis,l,is,2,1,1,0,aréis,0,NULL,0,listaréis
listar,ar,t,lis,l,is,3,1,1,0,arán,0,NULL,0,listarán
listar,ar,t,lis,l,is,1,0,2,0,aría,0,NULL,0,listaría
listar,ar,t,lis,l,is,2,0,2,0,arías,0,NULL,0,listarías
listar,ar,t,lis,l,is,3,0,2,0,aría,0,NULL,0,listaría
listar,ar,t,lis,l,is,1,1,2,0,aríamos,0,NULL,0,listaríamos
listar,ar,t,lis,l,is,2,1,2,0,aríais,0,NULL,0,listaríais
listar,ar,t,lis,l,is,3,1,2,0,arían,0,NULL,0,listarían
listar,ar,t,lis,l,is,1,0,0,1,e,0,NULL,0,liste
listar,ar,t,lis,l,is,2,0,0,1,es,0,NULL,0,listes
listar,ar,t,lis,l,is,3,0,0,1,e,0,NULL,0,liste
listar,ar,t,lis,l,is,1,1,0,1,emos,0,NULL,0,listemos
listar,ar,t,lis,l,is,2,1,0,1,éis,0,NULL,0,listéis
listar,ar,t,lis,l,is,3,1,0,1,en,0,NULL,0,listen
listar,ar,t,lis,l,is,1,0,1,1,ara,0,NULL,0,listara
listar,ar,t,lis,l,is,2,0,1,1,aras,0,NULL,0,listaras
listar,ar,t,lis,l,is,3,0,1,1,ara,0,NULL,0,listara
listar,ar,t,lis,l,is,1,1,1,1,áramos,0,NULL,0,listáramos
listar,ar,t,lis,l,is,2,1,1,1,arais,0,NULL,0,listarais
listar,ar,t,lis,l,is,3,1,1,1,aran,0,NULL,0,listaran
listar,ar,t,lis,l,is,1,0,1,1,are,0,NULL,0,listare
listar,ar,t,lis,l,is,2,0,1,1,ares,0,NULL,0,listares
listar,ar,t,lis,l,is,3,0,1,1,are,0,NULL,0,listare
listar,ar,t,lis,l,is,1,1,1,1,áremos,0,NULL,0,listáremos
listar,ar,t,lis,l,is,2,1,1,1,areis,0,NULL,0,listareis
listar,ar,t,lis,l,is,3,1,1,1,aren,0,NULL,0,listaren
listar,ar,t,lis,l,is,0,0,0,2,-,-,-,-,-
listar,ar,t,lis,l,is,2,0,0,2,a,0,NULL,0,lista
listar,ar,t,lis,l,is,0,0,0,2,e,0,NULL,0,liste
listar,ar,t,lis,l,is,1,1,0,2,emos,0,NULL,0,listemos
listar,ar,t,lis,l,is,2,1,0,2,ad,0,NULL,0,listad
listar,ar,t,lis,l,is,0,0,0,2,en,0,NULL,0,listen
escuchar,ar,ch,cu,NULL,cu,1,0,0,0,o,0,NULL,0,escucho
escuchar,ar,ch,cu,NULL,cu,2,0,0,0,as,0,NULL,0,escuchas
escuchar,ar,ch,cu,NULL,cu,3,0,0,0,a,0,NULL,0,escucha
escuchar,ar,ch,cu,NULL,cu,1,1,0,0,amos,0,NULL,0,escuchamos
escuchar,ar,ch,cu,NULL,cu,2,1,0,0,áis,0,NULL,0,escucháis
escuchar,ar,ch,cu,NULL,cu,3,1,0,0,an,0,NULL,0,escuchan
escuchar,ar,ch,cu,NULL,cu,1,0,1,0,aba,0,NULL,0,escuchaba
escuchar,ar,ch,cu,NULL,cu,2,0,1,0,abas,0,NULL,0,escuchabas
escuchar,ar,ch,cu,NULL,cu,3,0,1,0,aba,0,NULL,0,escuchaba
escuchar,ar,ch,cu,NULL,cu,1,1,1,0,ábamos,0,NULL,0,escuchábamos
escuchar,ar,ch,cu,NULL,cu,2,1,1,0,abais,0,NULL,0,escuchabais
escuchar,ar,ch,cu,NULL,cu,3,1,1,0,aban,0,NULL,0,escuchaban
escuchar,ar,ch,cu,NULL,cu,1,0,2,0,é,0,NULL,0,escuché
escuchar,ar,ch,cu,NULL,cu,2,0,2,0,aste,0,NULL,0,escuchaste
escuchar,ar,ch,cu,NULL,cu,3,0,2,0,ó,0,NULL,0,escuchó
escuchar,ar,ch,cu,NULL,cu,1,1,2,0,amos,0,NULL,0,escuchamos
escuchar,ar,ch,cu,NULL,cu,2,1,2,0,asteis,0,NULL,0,escuchasteis
escuchar,ar,ch,cu,NULL,cu,3,1,2,0,aron,0,NULL,0,escucharon
escuchar,ar,ch,cu,NULL,cu,1,0,1,0,aré,0,NULL,0,escucharé
escuchar,ar,ch,cu,NULL,cu,2,0,1,0,arás,0,NULL,0,escucharás
escuchar,ar,ch,cu,NULL,cu,3,0,1,0,ará,0,NULL,0,escuchará
escuchar,ar,ch,cu,NULL,cu,1,1,1,0,aremos,0,NULL,0,escucharemos
escuchar,ar,ch,cu,NULL,cu,2,1,1,0,aréis,0,NULL,0,escucharéis
escuchar,ar,ch,cu,NULL,cu,3,1,1,0,arán,0,NULL,0,escucharán
escuchar,ar,ch,cu,NULL,cu,1,0,2,0,aría,0,NULL,0,escucharía
escuchar,ar,ch,cu,NULL,cu,2,0,2,0,arías,0,NULL,0,escucharías
escuchar,ar,ch,cu,NULL,cu,3,0,2,0,aría,0,NULL,0,escucharía
escuchar,ar,ch,cu,NULL,cu,1,1,2,0,aríamos,0,NULL,0,escucharíamos
escuchar,ar,ch,cu,NULL,cu,2,1,2,0,aríais,0,NULL,0,escucharíais
escuchar,ar,ch,cu,NULL,cu,3,1,2,0,arían,0,NULL,0,escucharían
escuchar,ar,ch,cu,NULL,cu,1,0,0,1,e,0,NULL,0,escuche
escuchar,ar,ch,cu,NULL,cu,2,0,0,1,es,0,NULL,0,escuches
escuchar,ar,ch,cu,NULL,cu,3,0,0,1,e,0,NULL,0,escuche
escuchar,ar,ch,cu,NULL,cu,1,1,0,1,emos,0,NULL,0,escuchemos
escuchar,ar,ch,cu,NULL,cu,2,1,0,1,éis,0,NULL,0,escuchéis
escuchar,ar,ch,cu,NULL,cu,3,1,0,1,en,0,NULL,0,escuchen
escuchar,ar,ch,cu,NULL,cu,1,0,1,1,ara,0,NULL,0,escuchara
escuchar,ar,ch,cu,NULL,cu,2,0,1,1,aras,0,NULL,0,escucharas
escuchar,ar,ch,cu,NULL,cu,3,0,1,1,ara,0,NULL,0,escuchara
escuchar,ar,ch,cu,NULL,cu,1,1,1,1,áramos,0,NULL,0,escucháramos
escuchar,ar,ch,cu,NULL,cu,2,1,1,1,arais,0,NULL,0,escucharais
escuchar,ar,ch,cu,NULL,cu,3,1,1,1,aran,0,NULL,0,escucharan
escuchar,ar,ch,cu,NULL,cu,1,0,1,1,are,0,NULL,0,escuchare
escuchar,ar,ch,cu,NULL,cu,2,0,1,1,ares,0,NULL,0,escuchares
escuchar,ar,ch,cu,NULL,cu,3,0,1,1,are,0,NULL,0,escuchare
escuchar,ar,ch,cu,NULL,cu,1,1,1,1,áremos,0,NULL,0,escucháremos
escuchar,ar,ch,cu,NULL,cu,2,1,1,1,areis,0,NULL,0,escuchareis
escuchar,ar,ch,cu,NULL,cu,3,1,1,1,aren,0,NULL,0,escucharen
escuchar,ar,ch,cu,NULL,cu,0,0,0,2,-,-,-,-,-
escuchar,ar,ch,cu,NULL,cu,2,0,0,2,a,0,NULL,0,escucha
escuchar,ar,ch,cu,NULL,cu,0,0,0,2,e,0,NULL,0,escuche
escuchar,ar,ch,cu,NULL,cu,1,1,0,2,emos,0,NULL,0,escuchemos
escuchar,ar,ch,cu,NULL,cu,2,1,0,2,ad,0,NULL,0,escuchad
escuchar,ar,ch,cu,NULL,cu,0,0,0,2,en,0,NULL,0,escuchen
vivir,ir,v,vi,NULL,vi,1,0,0,0,o,0,NULL,0,vivo
vivir,ir,v,vi,NULL,vi,2,0,0,0,es,0,NULL,0,vives
vivir,ir,v,vi,NULL,vi,3,0,0,0,e,0,NULL,0,vive
vivir,ir,v,vi,NULL,vi,1,1,0,0,imos,0,NULL,0,vivimos
vivir,ir,v,vi,NULL,vi,2,1,0,0,ís,0,NULL,0,vivís
vivir,ir,v,vi,NULL,vi,3,1,0,0,en,0,NULL,0,viven
vivir,ir,v,vi,NULL,vi,1,0,1,0,ía,0,NULL,0,vivía
vivir,ir,v,vi,NULL,vi,2,0,1,0,ías,0,NULL,0,vivías
vivir,ir,v,vi,NULL,vi,3,0,1,0,ía,0,NULL,0,vivía
vivir,ir,v,vi,NULL,vi,1,1,1,0,íamos,0,NULL,0,vivíamos
vivir,ir,v,vi,NULL,vi,2,1,1,0,íais,0,NULL,0,vivíais
vivir,ir,v,vi,NULL,vi,3,1,1,0,ían,0,NULL,0,vivían
vivir,ir,v,vi,NULL,vi,1,0,2,0,í,0,NULL,0,viví
vivir,ir,v,vi,NULL,vi,2,0,2,0,iste,0,NULL,0,viviste
vivir,ir,v,vi,NULL,vi,3,0,2,0,ió,0,NULL,0,vivió
vivir,ir,v,vi,NULL,vi,1,1,2,0,imos,0,NULL,0,vivimos
vivir,ir,v,vi,NULL,vi,2,1,2,0,isteis,0,NULL,0,vivisteis
vivir,ir,v,vi,NULL,vi,3,1,2,0,ieron,0,NULL,0,vivieron
vivir,ir,v,vi,NULL,vi,1,0,1,0,iré,0,NULL,0,viviré
vivir,ir,v,vi,NULL,vi,2,0,1,0,irás,0,NULL,0,vivirás
vivir,ir,v,vi,NULL,vi,3,0,1,0,irá,0,NULL,0,vivirá
vivir,ir,v,vi,NULL,vi,1,1,1,0,iremos,0,NULL,0,viviremos
vivir,ir,v,vi,NULL,vi,2,1,1,0,iréis,0,NULL,0,viviréis
vivir,ir,v,vi,NULL,vi,3,1,1,0,irán,0,NULL,0,vivirán
vivir,ir,v,vi,NULL,vi,1,0,2,0,iría,0,NULL,0,viviría
vivir,ir,v,vi,NULL,vi,2,0,2,0,irías,0,NULL,0,vivirías
vivir,ir,v,vi,NULL,vi,3,0,2,0,iría,0,NULL,0,viviría
vivir,ir,v,vi,NULL,vi,1,1,2,0,iríamos,0,NULL,0,viviríamos
vivir,ir,v,vi,NULL,vi,2,1,2,0,iríais,0,NULL,0,viviríais
vivir,ir,v,vi,NULL,vi,3,1,2,0,irían,0,NULL,0,vivirían
vivir,ir,v,vi,NULL,vi,1,0,0,1,a,0,NULL,0,viva
vivir,ir,v,vi,NULL,vi,2,0,0,1,as,0,NULL,0,vivas
vivir,ir,v,vi,NULL,vi,3,0,0,1,a,0,NULL,0,viva
vivir,ir,v,vi,NULL,vi,1,1,0,1,amos,0,NULL,0,vivamos
vivir,ir,v,vi,NULL,vi,2,1,0,1,áis,0,NULL,0,viváis
vivir,ir,v,vi,NULL,vi,3,1,0,1,an,0,NULL,0,vivan
vivir,ir,v,vi,NULL,vi,1,0,1,1,iera,0,NULL,0,viviera
vivir,ir,v,vi,NULL,vi,2,0,1,1,ieras,0,NULL,0,vivieras
vivir,ir,v,vi,NULL,vi,3,0,1,1,iera,0,NULL,0,viviera
vivir,ir,v,vi,NULL,vi,1,1,1,1,iéramos,0,NULL,0,viviéramos
vivir,ir,v,vi,NULL,vi,2,1,1,1,ierais,0,NULL,0,vivierais
vivir,ir,v,vi,NULL,vi,3,1,1,1,ieran,0,NULL,0,vivieran
vivir,ir,v,vi,NULL,vi,1,0,1,1,iere,0,NULL,0,viviere
vivir,ir,v,vi,NULL,vi,2,0,1,1,ieres,0,NULL,0,vivieres
vivir,ir,v,vi,NULL,vi,3,0,1,1,iere,0,NULL,0,viviere
vivir,ir,v,vi,NULL,vi,1,1,1,1,iéremos,0,NULL,0,viviéremos
vivir,ir,v,vi,NULL,vi,2,1,1,1,iereis,0,NULL,0,viviereis
vivir,ir,v,vi,NULL,vi,3,1,1,1,ieren,0,NULL,0,vivieren
vivir,ir,v,vi,NULL,vi,0,0,0,2,-,-,-,-,-
vivir,ir,v,vi,NULL,vi,2,0,0,2,e,0,NULL,0,vive
vivir,ir,v,vi,NULL,vi,0,0,0,2,a,0,NULL,0,viva
vivir,ir,v,vi,NULL,vi,1,1,0,2,amos,0,NULL,0,vivamos
vivir,ir,v,vi,NULL,vi,2,1,0,2,id,0,NULL,0,vivid
vivir,ir,v,vi,NULL,vi,0,0,0,2,an,0,NULL,0,vivan
cargar,ar,g,car,c,ar,1,0,0,0,o,0,NULL,0,cargo
cargar,ar,g,car,c,ar,2,0,0,0,as,0,NULL,0,cargas
cargar,ar,g,car,c,ar,3,0,0,0,a,0,NULL,0,carga
cargar,ar,g,car,c,ar,1,1,0,0,amos,0,NULL,0,cargamos
cargar,ar,g,car,c,ar,2,1,0,0,áis,0,NULL,0,cargáis
cargar,ar,g,car,c,ar,3,1,0,0,an,0,NULL,0,cargan
cargar,ar,g,car,c,ar,1,0,1,0,aba,0,NULL,0,cargaba
cargar,ar,g,car,c,ar,2,0,1,0,abas,0,NULL,0,cargabas
cargar,ar,g,car,c,ar,3,0,1,0,aba,0,NULL,0,cargaba
cargar,ar,g,car,c,ar,1,1,1,0,ábamos,0,NULL,0,cargábamos
cargar,ar,g,car,c,ar,2,1,1,0,abais,0,NULL,0,cargabais
cargar,ar,g,car,c,ar,3,1,1,0,aban,0,NULL,0,cargaban
cargar,ar,g,car,c,ar,1,0,2,0,ué,0,NULL,0,cargué
cargar,ar,g,car,c,ar,2,0,2,0,aste,0,NULL,0,cargaste
cargar,ar,g,car,c,ar,3,0,2,0,ó,0,NULL,0,cargó
cargar,ar,g,car,c,ar,1,1,2,0,amos,0,NULL,0,cargamos
cargar,ar,g,car,c,ar,2,1,2,0,asteis,0,NULL,0,cargasteis
cargar,ar,g,car,c,ar,3,1,2,0,aron,0,NULL,0,cargaron
cargar,ar,g,car,c,ar,1,0,1,0,aré,0,NULL,0,cargaré
cargar,ar,g,car,c,ar,2,0,1,0,arás,0,NULL,0,cargarás
cargar,ar,g,car,c,ar,3,0,1,0,ará,0,NULL,0,cargará
cargar,ar,g,car,c,ar,1,1,1,0,aremos,0,NULL,0,cargaremos
cargar,ar,g,car,c,ar,2,1,1,0,aréis,0,NULL,0,cargaréis
cargar,ar,g,car,c,ar,3,1,1,0,arán,0,NULL,0,cargarán
cargar,ar,g,car,c,ar,1,0,2,0,aría,0,NULL,0,cargaría
cargar,ar,g,car,c,ar,2,0,2,0,arías,0,NULL,0,cargarías
cargar,ar,g,car,c,ar,3,0,2,0,aría,0,NULL,0,cargaría
cargar,ar,g,car,c,ar,1,1,2,0,aríamos,0,NULL,0,cargaríamos
cargar,ar,g,car,c,ar,2,1,2,0,aríais,0,NULL,0,cargaríais
cargar,ar,g,car,c,ar,3,1,2,0,arían,0,NULL,0,cargarían
cargar,ar,g,car,c,ar,1,0,0,1,ue,0,NULL,0,cargue
cargar,ar,g,car,c,ar,2,0,0,1,ues,0,NULL,0,cargues
cargar,ar,g,car,c,ar,3,0,0,1,ue,0,NULL,0,cargue
cargar,ar,g,car,c,ar,1,1,0,1,uemos,0,NULL,0,carguemos
cargar,ar,g,car,c,ar,2,1,0,1,uéis,0,NULL,0,carguéis
cargar,ar,g,car,c,ar,3,1,0,1,uen,0,NULL,0,carguen
cargar,ar,g,car,c,ar,1,0,1,1,ara,0,NULL,0,cargara
cargar,ar,g,car,c,ar,2,0,1,1,aras,0,NULL,0,cargaras
cargar,ar,g,car,c,ar,3,0,1,1,ara,0,NULL,0,cargara
cargar,ar,g,car,c,ar,1,1,1,1,áramos,0,NULL,0,cargáramos
cargar,ar,g,car,c,ar,2,1,1,1,arais,0,NULL,0,cargarais
cargar,ar,g,car,c,ar,3,1,1,1,aran,0,NULL,0,cargaran
cargar,ar,g,car,c,ar,1,0,1,1,are,0,NULL,0,cargare
cargar,ar,g,car,c,ar,2,0,1,1,ares,0,NULL,0,cargares
cargar,ar,g,car,c,ar,3,0,1,1,are,0,NULL,0,cargare
cargar,ar,g,car,c,ar,1,1,1,1,áremos,0,NULL,0,cargáremos
cargar,ar,g,car,c,ar,2,1,1,1,areis,0,NULL,0,cargareis
cargar,ar,g,car,c,ar,3,1,1,1,aren,0,NULL,0,cargaren
cargar,ar,g,car,c,ar,0,0,0,2,-,-,-,-,-
cargar,ar,g,car,c,ar,2,0,0,2,a,0,NULL,0,carga
cargar,ar,g,car,c,ar,0,0,0,2,ue,0,NULL,0,cargue
cargar,ar,g,car,c,ar,1,1,0,2,uemos,0,NULL,0,carguemos
cargar,ar,g,car,c,ar,2,1,0,2,ad,0,NULL,0,cargad
cargar,ar,g,car,c,ar,0,0,0,2,uen,0,NULL,0,carguen
cerrar,ar,rr,ce,NULL,ce,1,0,0,0,o,cie,c,ie,cierro
cerrar,ar,rr,ce,NULL,ce,2,0,0,0,as,cie,c,ie,cierras
cerrar,ar,rr,ce,NULL,ce,3,0,0,0,a,cie,c,ie,cierra
cerrar,ar,rr,ce,NULL,ce,1,1,0,0,amos,0,NULL,0,cerramos
cerrar,ar,rr,ce,NULL,ce,2,1,0,0,áis,0,NULL,0,cerráis
cerrar,ar,rr,ce,NULL,ce,3,1,0,0,an,cie,c,ie,cierran
cerrar,ar,rr,ce,NULL,ce,1,0,1,0,aba,0,NULL,0,cerraba
cerrar,ar,rr,ce,NULL,ce,2,0,1,0,abas,0,NULL,0,cerrabas
cerrar,ar,rr,ce,NULL,ce,3,0,1,0,aba,0,NULL,0,cerraba
cerrar,ar,rr,ce,NULL,ce,1,1,1,0,ábamos,0,NULL,0,cerrábamos
cerrar,ar,rr,ce,NULL,ce,2,1,1,0,abais,0,NULL,0,cerrabais
cerrar,ar,rr,ce,NULL,ce,3,1,1,0,aban,0,NULL,0,cerraban
cerrar,ar,rr,ce,NULL,ce,1,0,2,0,é,0,NULL,0,cerré
cerrar,ar,rr,ce,NULL,ce,2,0,2,0,aste,0,NULL,0,cerraste
cerrar,ar,rr,ce,NULL,ce,3,0,2,0,ó,0,NULL,0,cerró
cerrar,ar,rr,ce,NULL,ce,1,1,2,0,amos,0,NULL,0,cerramos
cerrar,ar,rr,ce,NULL,ce,2,1,2,0,asteis,0,NULL,0,cerrasteis
cerrar,ar,rr,ce,NULL,ce,3,1,2,0,aron,0,NULL,0,cerraron
cerrar,ar,rr,ce,NULL,ce,1,0,1,0,aré,0,NULL,0,cerraré
cerrar,ar,rr,ce,NULL,ce,2,0,1,0,arás,0,NULL,0,cerrarás
cerrar,ar,rr,ce,NULL,ce,3,0,1,0,ará,0,NULL,0,cerrará
cerrar,ar,rr,ce,NULL,ce,1,1,1,0,aremos,0,NULL,0,cerraremos
cerrar,ar,rr,ce,NULL,ce,2,1,1,0,aréis,0,NULL,0,cerraréis
cerrar,ar,rr,ce,NULL,ce,3,1,1,0,arán,0,NULL,0,cerrarán
cerrar,ar,rr,ce,NULL,ce,1,0,2,0,aría,0,NULL,0,cerraría
cerrar,ar,rr,ce,NULL,ce,2,0,2,0,arías,0,NULL,0,cerrarías
cerrar,ar,rr,ce,NULL,ce,3,0,2,0,aría,0,NULL,0,cerraría
cerrar,ar,rr,ce,NULL,ce,1,1,2,0,aríamos,0,NULL,0,cerraríamos
cerrar,ar,rr,ce,NULL,ce,2,1,2,0,aríais,0,NULL,0,cerraríais
cerrar,ar,rr,ce,NULL,ce,3,1,2,0,arían,0,NULL,0,cerrarían
cerrar,ar,rr,ce,NULL,ce,1,0,0,1,e,cie,c,ie,cierre
cerrar,ar,rr,ce,NULL,ce,2,0,0,1,es,cie,c,ie,cierres
cerrar,ar,rr,ce,NULL,ce,3,0,0,1,e,cie,c,ie,cierre
cerrar,ar,rr,ce,NULL,ce,1,1,0,1,emos,0,NULL,0,cerremos
cerrar,ar,rr,ce,NULL,ce,2,1,0,1,éis,0,NULL,0,cerréis
cerrar,ar,rr,ce,NULL,ce,3,1,0,1,en,cie,c,ie,cierren
cerrar,ar,rr,ce,NULL,ce,1,0,1,1,ara,0,NULL,0,cerrara
cerrar,ar,rr,ce,NULL,ce,2,0,1,1,aras,0,NULL,0,cerraras
cerrar,ar,rr,ce,NULL,ce,3,0,1,1,ara,0,NULL,0,cerrara
cerrar,ar,rr,ce,NULL,ce,1,1,1,1,áramos,0,NULL,0,cerráramos
cerrar,ar,rr,ce,NULL,ce,2,1,1,1,arais,0,NULL,0,cerrarais
cerrar,ar,rr,ce,NULL,ce,3,1,1,1,aran,0,NULL,0,cerraran
cerrar,ar,rr,ce,NULL,ce,1,0,1,1,are,0,NULL,0,cerrare
cerrar,ar,rr,ce,NULL,ce,2,0,1,1,ares,0,NULL,0,cerrares
cerrar,ar,rr,ce,NULL,ce,3,0,1,1,are,0,NULL,0,cerrare
cerrar,ar,rr,ce,NULL,ce,1,1,1,1,áremos,0,NULL,0,cerráremos
cerrar,ar,rr,ce,NULL,ce,2,1,1,1,areis,0,NULL,0,cerrareis
cerrar,ar,rr,ce,NULL,ce,3,1,1,1,aren,0,NULL,0,cerraren
cerrar,ar,rr,ce,NULL,ce,0,0,0,2,-,-,-,-,-
cerrar,ar,rr,ce,NULL,ce,2,0,0,2,a,cie,c,ie,cierra
cerrar,ar,rr,ce,NULL,ce,0,0,0,2,e,cie,c,ie,cierre
cerrar,ar,rr,ce,NULL,ce,1,1,0,2,emos,0,NULL,0,cerremos
cerrar,ar,rr,ce,NULL,ce,2,1,0,2,ad,0,NULL,0,cerrad
cerrar,ar,rr,ce,NULL,ce,0,0,0,2,en,cie,c,ie,cierren
durar,ar,r,du,NULL,du,1,0,0,0,o,0,NULL,0,duro
durar,ar,r,du,NULL,du,2,0,0,0,as,0,NULL,0,duras
durar,ar,r,du,NULL,du,3,0,0,0,a,0,NULL,0,dura
durar,ar,r,du,NULL,du,1,1,0,0,amos,0,NULL,0,duramos
durar,ar,r,du,NULL,du,2,1,0,0,áis,0,NULL,0,duráis
durar,ar,r,du,NULL,du,3,1,0,0,an,0,NULL,0,duran
durar,ar,r,du,NULL,du,1,0,1,0,aba,0,NULL,0,duraba
durar,ar,r,du,NULL,du,2,0,1,0,abas,0,NULL,0,durabas
durar,ar,r,du,NULL,du,3,0,1,0,aba,0,NULL,0,duraba
durar,ar,r,du,NULL,du,1,1,1,0,ábamos,0,NULL,0,durábamos
durar,ar,r,du,NULL,du,2,1,1,0,abais,0,NULL,0,durabais
durar,ar,r,du,NULL,du,3,1,1,0,aban,0,NULL,0,duraban
durar,ar,r,du,NULL,du,1,0,2,0,é,0,NULL,0,duré
durar,ar,r,du,NULL,du,2,0,2,0,aste,0,NULL,0,duraste
durar,ar,r,du,NULL,du,3,0,2,0,ó,0,NULL,0,duró
durar,ar,r,du,NULL,du,1,1,2,0,amos,0,NULL,0,duramos
durar,ar,r,du,NULL,du,2,1,2,0,asteis,0,NULL,0,durasteis
durar,ar,r,du,NULL,du,3,1,2,0,aron,0,NULL,0,duraron
durar,ar,r,du,NULL,du,1,0,1,0,aré,0,NULL,0,duraré
durar,ar,r,du,NULL,du,2,0,1,0,arás,0,NULL,0,durarás
durar,ar,r,du,NULL,du,3,0,1,0,ará,0,NULL,0,durará
durar,ar,r,du,NULL,du,1,1,1,0,aremos,0,NULL,0,duraremos
durar,ar,r,du,NULL,du,2,1,1,0,aréis,0,NULL,0,duraréis
durar,ar,r,du,NULL,du,3,1,1,0,arán,0,NULL,0,durarán
durar,ar,r,du,NULL,du,1,0,2,0,aría,0,NULL,0,duraría
durar,ar,r,du,NULL,du,2,0,2,0,arías,0,NULL,0,durarías
durar,ar,r,du,NULL,du,3,0,2,0,aría,0,NULL,0,duraría
durar,ar,r,du,NULL,du,1,1,2,0,aríamos,0,NULL,0,duraríamos
durar,ar,r,du,NULL,du,2,1,2,0,aríais,0,NULL,0,duraríais
durar,ar,r,du,NULL,du,3,1,2,0,arían,0,NULL,0,durarían
durar,ar,r,du,NULL,du,1,0,0,1,e,0,NULL,0,dure
durar,ar,r,du,NULL,du,2,0,0,1,es,0,NULL,0,dures
durar,ar,r,du,NULL,du,3,0,0,1,e,0,NULL,0,dure
durar,ar,r,du,NULL,du,1,1,0,1,emos,0,NULL,0,duremos
durar,ar,r,du,NULL,du,2,1,0,1,éis,0,NULL,0,duréis
durar,ar,r,du,NULL,du,3,1,0,1,en,0,NULL,0,duren
durar,ar,r,du,NULL,du,1,0,1,1,ara,0,NULL,0,durara
durar,ar,r,du,NULL,du,2,0,1,1,aras,0,NULL,0,duraras
durar,ar,r,du,NULL,du,3,0,1,1,ara,0,NULL,0,durara
durar,ar,r,du,NULL,du,1,1,1,1,áramos,0,NULL,0,duráramos
durar,ar,r,du,NULL,du,2,1,1,1,arais,0,NULL,0,durarais
durar,ar,r,du,NULL,du,3,1,1,1,aran,0,NULL,0,duraran
durar,ar,r,du,NULL,du,1,0,1,1,are,0,NULL,0,durare
durar,ar,r,du,NULL,du,2,0,1,1,ares,0,NULL,0,durares
durar,ar,r,du,NULL,du,3,0,1,1,are,0,NULL,0,durare
durar,ar,r,du,NULL,du,1,1,1,1,áremos,0,NULL,0,duráremos
durar,ar,r,du,NULL,du,2,1,1,1,areis,0,NULL,0,durareis
durar,ar,r,du,NULL,du,3,1,1,1,aren,0,NULL,0,duraren
durar,ar,r,du,NULL,du,0,0,0,2,-,-,-,-,-
durar,ar,r,du,NULL,du,2,0,0,2,a,0,NULL,0,dura
durar,ar,r,du,NULL,du,0,0,0,2,e,0,NULL,0,dure
durar,ar,r,du,NULL,du,1,1,0,2,emos,0,NULL,0,duremos
durar,ar,r,du,NULL,du,2,1,0,2,ad,0,NULL,0,durad
durar,ar,r,du,NULL,du,0,0,0,2,en,0,NULL,0,duren
mirar,ar,r,mi,NULL,mi,1,0,0,0,o,0,NULL,0,miro
mirar,ar,r,mi,NULL,mi,2,0,0,0,as,0,NULL,0,miras
mirar,ar,r,mi,NULL,mi,3,0,0,0,a,0,NULL,0,mira
mirar,ar,r,mi,NULL,mi,1,1,0,0,amos,0,NULL,0,miramos
mirar,ar,r,mi,NULL,mi,2,1,0,0,áis,0,NULL,0,miráis
mirar,ar,r,mi,NULL,mi,3,1,0,0,an,0,NULL,0,miran
mirar,ar,r,mi,NULL,mi,1,0,1,0,aba,0,NULL,0,miraba
mirar,ar,r,mi,NULL,mi,2,0,1,0,abas,0,NULL,0,mirabas
mirar,ar,r,mi,NULL,mi,3,0,1,0,aba,0,NULL,0,miraba
mirar,ar,r,mi,NULL,mi,1,1,1,0,ábamos,0,NULL,0,mirábamos
mirar,ar,r,mi,NULL,mi,2,1,1,0,abais,0,NULL,0,mirabais
mirar,ar,r,mi,NULL,mi,3,1,1,0,aban,0,NULL,0,miraban
mirar,ar,r,mi,NULL,mi,1,0,2,0,é,0,NULL,0,miré
mirar,ar,r,mi,NULL,mi,2,0,2,0,aste,0,NULL,0,miraste
mirar,ar,r,mi,NULL,mi,3,0,2,0,ó,0,NULL,0,miró
mirar,ar,r,mi,NULL,mi,1,1,2,0,amos,0,NULL,0,miramos
mirar,ar,r,mi,NULL,mi,2,1,2,0,asteis,0,NULL,0,mirasteis
mirar,ar,r,mi,NULL,mi,3,1,2,0,aron,0,NULL,0,miraron
mirar,ar,r,mi,NULL,mi,1,0,1,0,aré,0,NULL,0,miraré
mirar,ar,r,mi,NULL,mi,2,0,1,0,arás,0,NULL,0,mirarás
mirar,ar,r,mi,NULL,mi,3,0,1,0,ará,0,NULL,0,mirará
